-0.5068852305412292,-0.22482949495315552,0.16847538948059082,-0.03962051123380661,0.4648730456829071,0.14276069402694702,0.3576562702655792,0.5246095061302185,0.06390839070081711,-0.5428977608680725,0.0547729954123497,-0.44601649045944214,0.46412667632102966,0.24564582109451294,-0.5144014954566956,0.30161041021347046

